ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
11466,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ВЛАДИСЛАВ,275,279
11750,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ВОДНО,3,9
17155,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ГОРСКИ СЕНОВЕЦ,234,273
29091,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ЖЕЛЕЗАРЦИ,24,27
35078,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. КАВЛАК,21,34
35657,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. КАМЕН,1685,1663
36782,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. КЕСАРЕВО,1468,1466
44046,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ЛОЗЕН,325,323
44567,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ЛЮБЕНЦИ,3,8
48341,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. МИРОВО,152,178
51593,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. НИКОЛАЕВО,55,83
51799,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. НОВА ВЪРБОВКА,190,230
52060,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. НОВО ГРАДИЩЕ,83,93
70408,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. СУШИЦА,697,650
72237,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ТЕМЕНУГА,15,23
80203,ВЕЛИКО ТЪРНОВО,СТРАЖИЦА,С. ЦАРСКИ ИЗВОР,773,738
70295,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,ГР. СУХИНДОЛ,1886,1898
07661,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,С. БЯЛА РЕКА,181,221
17192,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,С. ГОРСКО КАЛУГЕРОВО,46,84
17208,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,С. ГОРСКО КОСОВО,74,148
37561,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,С. КОЕВЦИ,95,111
39582,ВЕЛИКО ТЪРНОВО,СУХИНДОЛ,С. КРАСНО ГРАДИЩЕ,65,92
03616,ВИДИН,БЕЛОГРАДЧИК,ГР. БЕЛОГРАДЧИК,5775,4934
05582,ВИДИН,БЕЛОГРАДЧИК,С. БОРОВИЦА,79,91
10937,ВИДИН,БЕЛОГРАДЧИК,С. ВЕЩИЦА,27,30
12632,ВИДИН,БЕЛОГРАДЧИК,С. ВЪРБА,11,17
17734,ВИДИН,БЕЛОГРАДЧИК,С. ГРАНИТОВО,32,37
17765,ВИДИН,БЕЛОГРАДЧИК,С. ГРАНИЧАК,5,5
24431,ВИДИН,БЕЛОГРАДЧИК,С. ДЪБРАВКА,28,45
39606,ВИДИН,БЕЛОГРАДЧИК,С. КРАЧИМИР,5,14
54517,ВИДИН,БЕЛОГРАДЧИК,С. ОШАНЕ,50,55
58092,ВИДИН,БЕЛОГРАДЧИК,С. ПРАУЖДА,24,37
58582,ВИДИН,БЕЛОГРАДЧИК,С. ПРОЛАЗНИЦА,5,9
61011,ВИДИН,БЕЛОГРАДЧИК,С. РАБИША,223,253
62339,ВИДИН,БЕЛОГРАДЧИК,С. РАЯНОВЦИ,62,73
65173,ВИДИН,БЕЛОГРАДЧИК,С. САЛАШ,86,145
67400,ВИДИН,БЕЛОГРАДЧИК,С. СЛИВОВНИК,7,11
68655,ВИДИН,БЕЛОГРАДЧИК,С. СТАКЕВЦИ,83,173
69910,ВИДИН,БЕЛОГРАДЧИК,С. СТРУИНДОЛ,12,18
81459,ВИДИН,БЕЛОГРАДЧИК,С. ЧИФЛИК,50,95
05195,ВИДИН,БОЙНИЦА,С. БОЙНИЦА,356,420
05428,ВИДИН,БОЙНИЦА,С. БОРИЛОВЕЦ,107,133
17614,ВИДИН,БОЙНИЦА,С. ГРАДСКОВСКИ КОЛИБИ,19,24
36049,ВИДИН,БОЙНИЦА,С. КАНИЦ,2,2
55868,ВИДИН,БОЙНИЦА,С. ПЕРИЛОВЕЦ,26,40
61039,ВИДИН,БОЙНИЦА,С. РАБРОВО,258,296
83185,ВИДИН,БОЙНИЦА,С. ШИПИКОВА МАХАЛА,2,3
83329,ВИДИН,БОЙНИЦА,С. ШИШЕНЦИ,63,76
06224,ВИДИН,БРЕГОВО,ГР. БРЕГОВО,2400,2312
02395,ВИДИН,БРЕГОВО,С. БАЛЕЙ,338,393
12317,ВИДИН,БРЕГОВО,С. ВРЪВ,240,280
18304,ВИДИН,БРЕГОВО,С. ГЪМЗОВО,579,589
20568,ВИДИН,БРЕГОВО,С. ДЕЛЕЙНА,204,244
35384,ВИДИН,БРЕГОВО,С. КАЛИНА,15,38
38772,ВИДИН,БРЕГОВО,С. КОСОВО,339,326
40441,ВИДИН,БРЕГОВО,С. КУДЕЛИН,292,335
63700,ВИДИН,БРЕГОВО,С. РАКИТНИЦА,347,342
72518,ВИДИН,БРЕГОВО,С. ТИЯНОВЦИ,43,108
10971,ВИДИН,ВИДИН,ГР. ВИДИН,58018,47032
24061,ВИДИН,ВИДИН,ГР. ДУНАВЦИ,2520,2456
00179,ВИДИН,ВИДИН,С. АКАЦИЕВО,30,79
00919,ВИДИН,ВИДИН,С. АНТИМОВО,463,512
03280,ВИДИН,ВИДИН,С. БЕЛА РАДА,366,480
05832,ВИДИН,ВИДИН,С. БОТЕВО,22,54
06954,ВИДИН,ВИДИН,С. БУКОВЕЦ,653,624
11925,ВИДИН,ВИДИН,С. ВОЙНИЦА,45,64
12958,ВИДИН,ВИДИН,С. ВЪРТОП,34,51
14369,ВИДИН,ВИДИН,С. ГАЙТАНЦИ,37,55
14698,ВИДИН,ВИДИН,С. ГЕНЕРАЛ МАРИНОВО,97,132
15998,ВИДИН,ВИДИН,С. ГОМОТАРЦИ,576,581
17422,ВИДИН,ВИДИН,С. ГРАДЕЦ,1162,1354
21186,ВИДИН,ВИДИН,С. ДИНКОВИЦА,81,147
22318,ВИДИН,ВИДИН,С. ДОЛНИ БОШНЯК,33,55
23786,ВИДИН,ВИДИН,С. ДРУЖБА,143,145
29043,ВИДИН,ВИДИН,С. ЖЕГЛИЦА,120,151
32130,ВИДИН,ВИДИН,С. ИВАНОВЦИ,57,80
32754,ВИДИН,ВИДИН,С. ИНОВО,556,668
35328,ВИДИН,ВИДИН,С. КАЛЕНИК,198,228
36141,ВИДИН,ВИДИН,С. КАПИТАНОВЦИ,949,900
39147,ВИДИН,ВИДИН,С. КОШАВА,308,424
41263,ВИДИН,ВИДИН,С. КУТОВО,681,755
46111,ВИДИН,ВИДИН,С. МАЙОР УЗУНОВО,218,254
52283,ВИДИН,ВИДИН,С. НОВОСЕЛЦИ,834,903
56252,ВИДИН,ВИДИН,С. ПЕШАКОВО,60,90
56616,ВИДИН,ВИДИН,С. ПЛАКУДЕР,45,84
57131,ВИДИН,ВИДИН,С. ПОКРАЙНА,1165,1200
63358,ВИДИН,ВИДИН,С. РУПЦИ,84,128
66473,ВИДИН,ВИДИН,С. СИНАГОВЦИ,268,390
67180,ВИДИН,ВИДИН,С. СЛАНА БАРА,313,394
67194,ВИДИН,ВИДИН,С. СЛАНОТРЪН,429,496
73746,ВИДИН,ВИДИН,С. ТЪРНЯНЕ,137,131
66442,ВИДИН,ВИДИН,С. ЦАР СИМЕОНОВО,57,96
17645,ВИДИН,ГРАМАДА,ГР. ГРАМАДА,1315,1381
05997,ВИДИН,ГРАМАДА,С. БОЯНОВО,0,7
06121,ВИДИН,ГРАМАДА,С. БРАНКОВЦИ,43,107
11720,ВИДИН,ГРАМАДА,С. ВОДНА,27,57
47583,ВИДИН,ГРАМАДА,С. МЕДЕШЕВЦИ,18,62
48266,ВИДИН,ГРАМАДА,С. МИЛЧИНА ЛЪКА,28,40
68268,ВИДИН,ГРАМАДА,С. СРАЦИМИРОВО,21,50
72919,ВИДИН,ГРАМАДА,С. ТОШЕВЦИ,105,218
21097,ВИДИН,ДИМОВО,ГР. ДИМОВО,1107,1110
00672,ВИДИН,ДИМОВО,С. АРЧАР,2822,2761
03263,ВИДИН,ДИМОВО,С. БЕЛА,59,85
11497,ВИДИН,ДИМОВО,С. ВЛАДИЧЕНЦИ,27,38
11778,ВИДИН,ДИМОВО,С. ВОДНЯНЦИ,149,208
12824,ВИДИН,ДИМОВО,С. ВЪРБОВЧЕЦ,40,58
24579,ВИДИН,ДИМОВО,С. ДЪЛГО ПОЛЕ,1,6
24640,ВИДИН,ДИМОВО,С. ДЪРЖАНИЦА,63,119
32370,ВИДИН,ДИМОВО,С. ИЗВОР,188,241
36440,ВИДИН,ДИМОВО,С. КАРБИНЦИ,151,160
37188,ВИДИН,ДИМОВО,С. КЛАДОРУБ,18,40
38995,ВИДИН,ДИМОВО,С. КОСТИЧОВЦИ,43,80
43027,ВИДИН,ДИМОВО,С. ЛАГОШЕВЦИ,24,62
46320,ВИДИН,ДИМОВО,С. МАЛИ ДРЕНОВЕЦ,38,40
47648,ВИДИН,ДИМОВО,С. МЕДОВНИЦА,224,252
53758,ВИДИН,ДИМОВО,С. ОРЕШЕЦ,0,4
54434,ВИДИН,ДИМОВО,С. ОСТРОКАПЦИ,44,71
66278,ВИДИН,ДИМОВО,С. СЕПТЕМВРИЙЦИ,141,168
66843,ВИДИН,ДИМОВО,С. СКОМЛЯ,11,36
83239,ВИДИН,ДИМОВО,С. ШИПОТ,29,40
87477,ВИДИН,ДИМОВО,С. ЯНЬОВЕЦ,4,17
87549,ВИДИН,ДИМОВО,С. ЯРЛОВИЦА,43,60
40525,ВИДИН,КУЛА,ГР. КУЛА,3110,2819
15415,ВИДИН,КУЛА,С. ГОЛЕМАНОВО,90,97
32439,ВИДИН,КУЛА,С. ИЗВОР МАХАЛА,45,54
38858,ВИДИН,КУЛА,С. КОСТА ПЕРЧЕВО,62,60
57193,ВИДИН,КУЛА,С. ПОЛЕТКОВЦИ,35,43
69002,ВИДИН,КУЛА,С. СТАРОПАТИЦА,247,287
72775,ВИДИН,КУЛА,С. ТОПОЛОВЕЦ,277,294
78224,ВИДИН,КУЛА,С. ЦАР ПЕТРОВО,194,197
81503,ВИДИН,КУЛА,С. ЧИЧИЛ,23,43
12557,ВИДИН,МАКРЕШ,С. ВЪЛЧЕК,34,54
36885,ВИДИН,МАКРЕШ,С. КИРЕЕВО,87,163
46245,ВИДИН,МАКРЕШ,С. МАКРЕШ,323,425
56980,ВИДИН,МАКРЕШ,С. ПОДГОРЕ,171,213
62044,ВИДИН,МАКРЕШ,С. РАКОВИЦА,363,420
72638,ВИДИН,МАКРЕШ,С. ТОЛОВИЦА,30,48
83363,ВИДИН,МАКРЕШ,С. ЦАР ШИШМАНОВО,69,95
11079,ВИДИН,НОВО СЕЛО,С. ВИНАРОВО,563,598
51264,ВИДИН,НОВО СЕЛО,С. НЕГОВАНОВЦИ,533,624
52180,ВИДИН,НОВО СЕЛО,С. НОВО СЕЛО,882,1051
76145,ВИДИН,НОВО СЕЛО,С. ФЛОРЕНТИН,260,323
87583,ВИДИН,НОВО СЕЛО,С. ЯСЕН,163,218
03678,ВИДИН,РУЖИНЦИ,С. БЕЛО ПОЛЕ,773,781
18486,ВИДИН,РУЖИНЦИ,С. ГЮРГИЧ,134,170
21193,ВИДИН,РУЖИНЦИ,С. ДИНКОВО,103,100
23515,ВИДИН,РУЖИНЦИ,С. ДРАЖИНЦИ,125,143
23672,ВИДИН,РУЖИНЦИ,С. ДРЕНОВЕЦ,1327,1365
56753,ВИДИН,РУЖИНЦИ,С. ПЛЕШИВЕЦ,130,170
62791,ВИДИН,РУЖИНЦИ,С. РОГЛЕЦ,11,19
63255,ВИДИН,РУЖИНЦИ,С. РУЖИНЦИ,801,801
73924,ВИДИН,РУЖИНЦИ,С. ТОПОЛОВЕЦ,132,202
81247,ВИДИН,РУЖИНЦИ,С. ЧЕРНО ПОЛЕ,227,224
12797,ВИДИН,ЧУПРЕНЕ,С. ВЪРБОВО,75,96
16571,ВИДИН,ЧУПРЕНЕ,С. ГОРНИ ЛОМ,658,659
22424,ВИДИН,ЧУПРЕНЕ,С. ДОЛНИ ЛОМ,159,174
58671,ВИДИН,ЧУПРЕНЕ,С. ПРОТОПОПИНЦИ,18,59
62493,ВИДИН,ЧУПРЕНЕ,С. РЕПЛЯНА,135,164
68518,ВИДИН,ЧУПРЕНЕ,С. СРЕДОГРИВ,95,100
73612,ВИДИН,ЧУПРЕНЕ,С. ТЪРГОВИЩЕ,107,158
81757,ВИДИН,ЧУПРЕНЕ,С. ЧУПРЕНЕ,407,457
05548,ВРАЦА,БОРОВАН,С. БОРОВАН,2167,2292
21600,ВРАЦА,БОРОВАН,С. ДОБРОЛЕВО,872,922
46810,ВРАЦА,БОРОВАН,С. МАЛОРАД,1808,1777
51559,ВРАЦА,БОРОВАН,С. НИВЯНИН,384,503
66617,ВРАЦА,БОРОВАН,С. СИРАКОВО,181,221
07702,ВРАЦА,БЯЛА СЛАТИНА,ГР. БЯЛА СЛАТИНА,12935,11679
00401,ВРАЦА,БЯЛА СЛАТИНА,С. АЛТИМИР,1094,1078
06968,ВРАЦА,БЯЛА СЛАТИНА,С. БУКОВЕЦ,131,223
07418,ВРАЦА,БЯЛА СЛАТИНА,С. БЪРДАРСКИ ГЕРАН,647,633
07538,ВРАЦА,БЯЛА СЛАТИНА,С. БЪРКАЧЕВО,760,793
12214,ВРАЦА,БЯЛА СЛАТИНА,С. ВРАНЯК,361,446
14012,ВРАЦА,БЯЛА СЛАТИНА,С. ГАБАРЕ,1053,1050
14406,ВРАЦА,БЯЛА СЛАТИНА,С. ГАЛИЧЕ,1679,1672
23618,ВРАЦА,БЯЛА СЛАТИНА,С. ДРАШАН,109,146
38128,ВРАЦА,БЯЛА СЛАТИНА,С. КОМАРЕВО,225,275
57594,ВРАЦА,БЯЛА СЛАТИНА,С. ПОПИЦА,1728,1779
67845,ВРАЦА,БЯЛА СЛАТИНА,С. СОКОЛАРЕ,506,618
72521,ВРАЦА,БЯЛА СЛАТИНА,С. ТЛАЧЕНЕ,331,352
73643,ВРАЦА,БЯЛА СЛАТИНА,С. ТЪРНАВА,2362,2307
73660,ВРАЦА,БЯЛА СЛАТИНА,С. ТЪРНАК,1457,1531
12259,ВРАЦА,ВРАЦА,ГР. ВРАЦА,69493,58056
02590,ВРАЦА,ВРАЦА,С. БАНИЦА,1190,1255
03438,ВРАЦА,ВРАЦА,С. БЕЛИ ИЗВОР,645,691
10789,ВРАЦА,ВРАЦА,С. ВЕСЛЕЦ,118,192
11185,ВРАЦА,ВРАЦА,С. ВИРОВСКО,207,342
11555,ВРАЦА,ВРАЦА,С. ВЛАСАТИЦА,317,380
12749,ВРАЦА,ВРАЦА,С. ВЪРБИЦА,424,431
15521,ВРАЦА,ВРАЦА,С. ГОЛЯМО ПЕЩЕНЕ,406,575
16897,ВРАЦА,ВРАЦА,С. ГОРНО ПЕЩЕНЕ,275,360
20376,ВРАЦА,ВРАЦА,С. ДЕВЕНЕ,866,966
30606,ВРАЦА,ВРАЦА,С. ЗГОРИГРАД,1737,1572
38875,ВРАЦА,ВРАЦА,С. КОСТЕЛЕВО,715,801
43712,ВРАЦА,ВРАЦА,С. ЛИЛЯЧЕ,1405,1380
44728,ВРАЦА,ВРАЦА,С. ЛЮТАДЖИК,104,143
46807,ВРАЦА,ВРАЦА,С. МАЛО ПЕЩЕНЕ,18,60
49223,ВРАЦА,ВРАЦА,С. МРАМОРЕН,1005,884
51528,ВРАЦА,ВРАЦА,С. НЕФЕЛА,635,682
54482,ВРАЦА,ВРАЦА,С. ОХОДЕН,197,291
55070,ВРАЦА,ВРАЦА,С. ПАВОЛЧЕ,663,712
72504,ВРАЦА,ВРАЦА,С. ТИШЕВИЦА,486,526
73119,ВРАЦА,ВРАЦА,С. ТРИ КЛАДЕНЦИ,772,797
80311,ВРАЦА,ВРАЦА,С. ЧЕЛОПЕК,436,517
81400,ВРАЦА,ВРАЦА,С. ЧИРЕН,599,940
37798,ВРАЦА,КОЗЛОДУЙ,ГР. КОЗЛОДУЙ,12400,12883
07116,ВРАЦА,КОЗЛОДУЙ,С. БУТАН,2977,2834
18505,ВРАЦА,КОЗЛОДУЙ,С. ГЛОЖЕНЕ,2744,2693
39730,ВРАЦА,КОЗЛОДУЙ,С. КРИВА БАРА,357,408
77548,ВРАЦА,КОЗЛОДУЙ,С. ХЪРЛЕЦ,2044,1939
39846,ВРАЦА,КРИВОДОЛ,ГР. КРИВОДОЛ,3346,3037
02912,ВРАЦА,КРИВОДОЛ,С. БАУРЕНЕ,314,387
05894,ВРАЦА,КРИВОДОЛ,С. БОТУНЯ,118,226
14390,ВРАЦА,КРИВОДОЛ,С. ГАЛАТИН,533,659
15014,ВРАЦА,КРИВОДОЛ,С. ГЛАВАЦИ,206,227
15494,ВРАЦА,КРИВОДОЛ,С. ГОЛЕМО БАБИНО,196,285
17453,ВРАЦА,КРИВОДОЛ,С. ГРАДЕШНИЦА,364,452
21734,ВРАЦА,КРИВОДОЛ,С. ДОБРУША,100,165
39236,ВРАЦА,КРИВОДОЛ,С. КРАВОДЕР,687,881
43462,ВРАЦА,КРИВОДОЛ,С. ЛЕСУРА,728,894
54064,ВРАЦА,КРИВОДОЛ,С. ОСЕН,148,269
58788,ВРАЦА,КРИВОДОЛ,С. ПУДРИЯ,570,651
61933,ВРАЦА,КРИВОДОЛ,С. РАКЕВО,651,1019
75143,ВРАЦА,КРИВОДОЛ,С. УРОВЕНЕ,101,190
76193,ВРАЦА,КРИВОДОЛ,С. ФУРЕН,165,252
47714,ВРАЦА,МЕЗДРА,ГР. МЕЗДРА,11719,9980
04827,ВРАЦА,МЕЗДРА,С. БОДЕНЕЦ,556,573
06598,ВРАЦА,МЕЗДРА,С. БРУСЕН,420,481
12704,ВРАЦА,МЕЗДРА,С. ВЪРБЕШНИЦА,284,407
16122,ВРАЦА,МЕЗДРА,С. ГОРНА БЕШОВИЦА,95,164
16256,ВРАЦА,МЕЗДРА,С. ГОРНА КРЕМЕНА,391,432
22126,ВРАЦА,МЕЗДРА,С. ДОЛНА КРЕМЕНА,490,562
24668,ВРАЦА,МЕЗДРА,С. ДЪРМАНЦИ,342,410
27317,ВРАЦА,МЕЗДРА,С. ЕЛИСЕЙНА,337,342
30510,ВРАЦА,МЕЗДРА,С. ЗВЕРИНО,1578,1561
31190,ВРАЦА,МЕЗДРА,С. ЗЛИДОЛ,85,90
32281,ВРАЦА,МЕЗДРА,С. ИГНАТИЦА,513,477
35314,ВРАЦА,МЕЗДРА,С. КАЛЕН,61,89
39483,ВРАЦА,МЕЗДРА,С. КРАПЕЦ,356,438
39709,ВРАЦА,МЕЗДРА,С. КРЕТА,212,209
43654,ВРАЦА,МЕЗДРА,С. ЛИК,255,400
44745,ВРАЦА,МЕЗДРА,С. ЛЮТИБРОД,267,313
44759,ВРАЦА,МЕЗДРА,С. ЛЮТИДОЛ,147,227
49031,ВРАЦА,МЕЗДРА,С. МОРАВИЦА,681,723
54047,ВРАЦА,МЕЗДРА,С. ОСЕЛНА,412,414
54256,ВРАЦА,МЕЗДРА,С. ОСЛЕН КРИВОДОЛ,84,120
54506,ВРАЦА,МЕЗДРА,С. ОЧИНДОЛ,117,134
62390,ВРАЦА,МЕЗДРА,С. РЕБЪРКОВО,278,332
63450,ВРАЦА,МЕЗДРА,С. РУСКА БЕЛА,286,395
69050,ВРАЦА,МЕЗДРА,С. СТАРО СЕЛО,80,99
72432,ВРАЦА,МЕЗДРА,С. ТИПЧЕНИЦА,308,389
78015,ВРАЦА,МЕЗДРА,С. ЦАКОНИЦА,43,78
78135,ВРАЦА,МЕЗДРА,С. ЦАРЕВЕЦ,269,315
48043,ВРАЦА,МИЗИЯ,ГР. МИЗИЯ,3126,2845
11853,ВРАЦА,МИЗИЯ,С. ВОЙВОДОВО,222,205
40200,ВРАЦА,МИЗИЯ,С. КРУШОВИЦА,1472,1440
43774,ВРАЦА,МИЗИЯ,С. ЛИПНИЦА,630,731
65396,ВРАЦА,МИЗИЯ,С. САРАЕВО,22,24
68148,ВРАЦА,МИЗИЯ,С. СОФРОНИЕВО,1279,1199
54020,ВРАЦА,ОРЯХОВО,ГР. ОРЯХОВО,5367,5007
14427,ВРАЦА,ОРЯХОВО,С. ГАЛОВО,236,235
16451,ВРАЦА,ОРЯХОВО,С. ГОРНИ ВАДИН,216,243
22321,ВРАЦА,ОРЯХОВО,С. ДОЛНИ ВАДИН,137,147
43400,ВРАЦА,ОРЯХОВО,С. ЛЕСКОВЕЦ,550,543
54386,ВРАЦА,ОРЯХОВО,С. ОСТРОВ,1293,1278
70723,ВРАЦА,ОРЯХОВО,С. СЕЛАНОВЦИ,3440,3381
62997,ВРАЦА,РОМАН,ГР. РОМАН,3131,2793
22023,ВРАЦА,РОМАН,С. ДОЛНА БЕШОВИЦА,168,229
35910,ВРАЦА,РОМАН,С. КАМЕНО ПОЛЕ,604,696
36436,ВРАЦА,РОМАН,С. КАРАШ,20,70
40645,ВРАЦА,РОМАН,С. КУНИНО,389,481
40693,ВРАЦА,РОМАН,С. КУРНОВО,109,163
47322,ВРАЦА,РОМАН,С. МАРКОВО РАВНИЩЕ,2,2
61488,ВРАЦА,РОМАН,С. РАДОВЕНЕ,364,371
66576,ВРАЦА,РОМАН,С. СИНЬО БЪРДО,344,445
68432,ВРАЦА,РОМАН,С. СРЕДНИ РЪТ,4,14
69554,ВРАЦА,РОМАН,С. СТОЯНОВЦИ,101,123
69972,ВРАЦА,РОМАН,С. СТРУПЕЦ,245,339
77493,ВРАЦА,РОМАН,С. ХУБАВЕНЕ,247,322
05846,ВРАЦА,ХАЙРЕДИН,С. БОТЕВО,61,64
07497,ВРАЦА,ХАЙРЕДИН,С. БЪРЗИНА,218,243
47010,ВРАЦА,ХАЙРЕДИН,С. МАНАСТИРИЩЕ,979,955
48492,ВРАЦА,ХАЙРЕДИН,С. МИХАЙЛОВО,969,1074
62815,ВРАЦА,ХАЙРЕДИН,С. РОГОЗЕН,926,916
77102,ВРАЦА,ХАЙРЕДИН,С. ХАЙРЕДИН,1299,1290
14218,ГАБРОВО,ГАБРОВО,ГР. ГАБРОВО,62938,54230
00456,ГАБРОВО,ГАБРОВО,С. АНГЕЛОВ,17,50
00638,ГАБРОВО,ГАБРОВО,С. АРМЕНИТЕ,56,243
02207,ГАБРОВО,ГАБРОВО,С. БАЕВЦИ,0,8
02347,ГАБРОВО,ГАБРОВО,С. БАЛАНИТЕ,16,23
02419,ГАБРОВО,ГАБРОВО,С. БАЛИНОВЦИ,10,17
02631,ГАБРОВО,ГАБРОВО,С. БАНКОВЦИ,8,16
03246,ГАБРОВО,ГАБРОВО,С. БЕКРИИТЕ,2,4
03650,ГАБРОВО,ГАБРОВО,С. БЕЛОМЪЖИТЕ,3,14
04488,ГАБРОВО,ГАБРОВО,С. БОБЕВЦИ,3,5
04683,ГАБРОВО,ГАБРОВО,С. БОГДАНЧОВЦИ,18,31
04964,ГАБРОВО,ГАБРОВО,С. БОЖЕНЦИТЕ,18,47
05219,ГАБРОВО,ГАБРОВО,С. БОЙНОВЦИ,10,18
07908,ГАБРОВО,ГАБРОВО,С. БОЙЧЕТА,1,0
05267,ГАБРОВО,ГАБРОВО,С. БОЛТАТА,2,2
05400,ГАБРОВО,ГАБРОВО,С. БОРИКИ,75,163
05668,ГАБРОВО,ГАБРОВО,С. БОРСКОТО,3,12
06642,ГАБРОВО,ГАБРОВО,С. БРЪНЕЦИТЕ,24,39
07795,ГАБРОВО,ГАБРОВО,С. БЯЛКОВО,2,7
10536,ГАБРОВО,ГАБРОВО,С. ВЕЛКОВЦИ,45,114
10896,ГАБРОВО,ГАБРОВО,С. ВЕТРОВО,0,1
11524,ГАБРОВО,ГАБРОВО,С. ВЛАЙЧОВЦИ,9,29
12111,ГАБРОВО,ГАБРОВО,С. ВРАБЦИТЕ,7,14
12168,ГАБРОВО,ГАБРОВО,С. ВРАНИЛОВЦИ,248,385
12454,ГАБРОВО,ГАБРОВО,С. ВЪЛКОВ ДОЛ,2,2
14355,ГАБРОВО,ГАБРОВО,С. ГАЙТАНИТЕ,11,33
14533,ГАБРОВО,ГАБРОВО,С. ГАРВАН,44,70
14742,ГАБРОВО,ГАБРОВО,С. ГЕНОВЦИ,2,4
14756,ГАБРОВО,ГАБРОВО,С. ГЕНЧОВЦИ,8,18
14814,ГАБРОВО,ГАБРОВО,С. ГЕРГИНИ,96,142
15059,ГАБРОВО,ГАБРОВО,С. ГЛЕДАЦИ,51,78
16715,ГАБРОВО,ГАБРОВО,С. ГОРНОВА МОГИЛА,3,8
17991,ГАБРОВО,ГАБРОВО,С. ГРЪБЛЕВЦИ,10,16
18215,ГАБРОВО,ГАБРОВО,С. ГЪБЕНЕ,203,251
20225,ГАБРОВО,ГАБРОВО,С. ДЕБЕЛ ДЯЛ,29,95
20852,ГАБРОВО,ГАБРОВО,С. ДЖУМРИИТЕ,5,4
20969,ГАБРОВО,ГАБРОВО,С. ДИВЕЦИ,8,17
22959,ГАБРОВО,ГАБРОВО,С. ДОНИНО,133,175
23159,ГАБРОВО,ГАБРОВО,С. ДРАГАНОВЦИ,298,430
23185,ГАБРОВО,ГАБРОВО,С. ДРАГАНЧЕТАТА,4,19
23203,ГАБРОВО,ГАБРОВО,С. ДРАГИЕВЦИ,30,54
23412,ГАБРОВО,ГАБРОВО,С. ДРАГОМАНИ,0,11
24854,ГАБРОВО,ГАБРОВО,С. ДУМНИЦИ,19,61
27677,ГАБРОВО,ГАБРОВО,С. ЕЗЕРОТО,1,17
29324,ГАБРОВО,ГАБРОВО,С. ЖИВКО,5,10
29547,ГАБРОВО,ГАБРОВО,С. ЖЪЛТЕШ,267,320
30661,ГАБРОВО,ГАБРОВО,С. ЗДРАВКОВЕЦ,25,77
30764,ГАБРОВО,ГАБРОВО,С. ЗЕЛЕНО ДЪРВО,10,36
30973,ГАБРОВО,ГАБРОВО,С. ЗЛАТЕВЦИ,43,133
32069,ГАБРОВО,ГАБРОВО,С. ИВАНИЛИ,8,11
32072,ГАБРОВО,ГАБРОВО,С. ИВАНКОВЦИ,9,28
32233,ГАБРОВО,ГАБРОВО,С. ИГЛИКА,3,11
32582,ГАБРОВО,ГАБРОВО,С. ИЗТОЧНИК,6,21
35986,ГАБРОВО,ГАБРОВО,С. КАМЕЩИЦА,33,59
36292,ГАБРОВО,ГАБРОВО,С. КАРАЛИ,0,12
36823,ГАБРОВО,ГАБРОВО,С. КИЕВЦИ,76,124
37352,ГАБРОВО,ГАБРОВО,С. КМЕТОВЦИ,33,109
37366,ГАБРОВО,ГАБРОВО,С. КМЕТЧЕТА,1,9
37722,ГАБРОВО,ГАБРОВО,С. КОЗИ РОГ,21,64
38060,ГАБРОВО,ГАБРОВО,С. КОЛИШОВЦИ,0,10
38577,ГАБРОВО,ГАБРОВО,С. КОПЧЕЛИИТЕ,63,83
38813,ГАБРОВО,ГАБРОВО,С. КОСТАДИНИТЕ,5,12
38920,ГАБРОВО,ГАБРОВО,С. КОСТЕНКОВЦИ,27,55
43339,ГАБРОВО,ГАБРОВО,С. ЛЕСИЧАРКА,50,99
44015,ГАБРОВО,ГАБРОВО,С. ЛОЗА,28,55
46365,ГАБРОВО,ГАБРОВО,С. МАЛИНИ,20,27
49655,ГАБРОВО,ГАБРОВО,С. МАЛУША,1,6
47706,ГАБРОВО,ГАБРОВО,С. МЕЖДЕНИ,17,42
47994,ГАБРОВО,ГАБРОВО,С. МЕЧКОВИЦА,6,12
48235,ГАБРОВО,ГАБРОВО,С. МИЛКОВЦИ,34,44
